"practice_code","practice_name","icb_code","icb_name","region","list_size","survey_responses","imd_quintile","rural_urban","phone_difficult_n"
"INM4803","Practice 3266","Q22","NHS Cornwall ICB","South East",6045,97,4,"Urban",39
"SIE8886","Practice 3267","Q97","NHS Cornwall ICB","South West",9374,283,4,"Urban",95
"IRF8498","Practice 3268","Q22","NHS Dorset ICB","North East",9723,283,3,"Urban",85
"BLD3062","Practice 3269","Q94","NHS Devon ICB","Midlands",9671,75,5,"Urban",20
"BZR4983","Practice 3270","Q35","NHS Cornwall ICB","Midlands",11972,110,3,"Rural",44
"TSO4923","Practice 3271","Q68","NHS Cornwall ICB","South East",11127,246,1,"Urban",120
"HSD2635","Practice 3272","Q92","NHS Dorset ICB","London",15528,93,2,"Urban",14
"LFH7962","Practice 3273","Q62","NHS Somerset ICB","Midlands",9615,141,1,"Rural",62
"JXL5033","Practice 3274","Q68","NHS Devon ICB","Midlands",8922,138,2,"Urban",42
"DKV8060","Practice 3275","Q68","NHS Dorset ICB","North West",6928,205,2,"Rural",87
"CRX8020","Practice 3276","Q68","NHS Devon ICB","North East",13322,170,3,"Rural",51
"VIW7441","Practice 3277","Q29","NHS Devon ICB","London",10705,30,4,"Urban",7
"HXY6346","Practice 3278","Q43","NHS Devon ICB","East",6802,130,5,"Urban",36
"NZL1109","Practice 3279","Q43","NHS Somerset ICB","North West",1558,68,5,"Urban",22
"TGU2102","Practice 3280","Q56","NHS Dorset ICB","London",11224,326,4,"Urban",137
"PXW5571","Practice 3281","Q66","NHS Cornwall ICB","North East",10888,153,2,"Urban",35
"YEP2825","Practice 3282","Q35","NHS Somerset ICB","London",13682,149,3,"Urban",46
"BDS6786","Practice 3283","Q35","NHS Dorset ICB","East",4748,253,2,"Rural",132
"WQZ4769","Practice 3284","Q97","NHS Devon ICB","South East",4544,280,4,"Urban",80
"OHS8523","Practice 3285","Q29","NHS Dorset ICB","South West",6769,281,2,"Urban",125
"DWK3552","Practice 3286","Q50","NHS Cornwall ICB","South East",9082,98,2,"Urban",33
"OWP7283","Practice 3287","Q31","NHS Dorset ICB","North East",3638,232,1,"Urban",103
"RJK5125","Practice 3288","Q69","NHS Dorset ICB","East",7555,296,1,"Urban",122
"OEO4509","Practice 3289","Q62","NHS Devon ICB","South West",4859,153,5,"Urban",73
"YZS5217","Practice 3290","Q97","NHS Somerset ICB","North East",11901,225,2,"Urban",68
"XMN5685","Practice 3291","Q56","NHS Devon ICB","London",8013,157,2,"Urban",69
"HOV2347","Practice 3292","Q89","NHS Devon ICB","South West",11223,248,2,"Urban",117
"EUI2377","Practice 3293","Q92","NHS Cornwall ICB","East",11912,228,4,"Urban",77
"QNJ5680","Practice 3294","Q66","NHS Somerset ICB","South West",9304,40,5,"Urban",14
"LHB1191","Practice 3295","Q69","NHS Dorset ICB","North East",7579,136,2,"Urban",56
"AOR5321","Practice 3296","Q22","NHS Devon ICB","North East",4861,89,1,"Rural",39
"ZNC4869","Practice 3297","Q69","NHS Devon ICB","London",9266,175,5,"Urban",38
"GFW9343","Practice 3298","Q77","NHS Devon ICB","North West",10786,86,4,"Urban",42
"FHK5073","Practice 3299","Q90","NHS Cornwall ICB","North West",10285,118,3,"Urban",53
"TDX1861","Practice 3300","Q66","NHS Devon ICB","North East",10854,170,1,"Rural",66
"XLQ7864","Practice 3301","Q97","NHS Devon ICB","North West",11502,156,3,"Rural",78
"WFV6845","Practice 3302","Q92","NHS Dorset ICB","South East",8080,162,2,"Urban",37
"NUY9585","Practice 3303","Q97","NHS Devon ICB","East",9445,251,2,"Rural",121
"PXW1860","Practice 3304","Q68","NHS Cornwall ICB","North East",3110,193,2,"Urban",100
"UOS6848","Practice 3305","Q36","NHS Dorset ICB","South West",15378,138,1,"Rural",63
"USL9299","Practice 3306","Q68","NHS Devon ICB","London",10068,453,4,"Rural",146
"URF7848","Practice 3307","Q94","NHS Dorset ICB","Midlands",9041,436,1,"Urban",212
"FVR2819","Practice 3308","Q69","NHS Dorset ICB","London",10433,107,1,"Rural",43
"NGG9524","Practice 3309","Q94","NHS Devon ICB","North East",7091,110,2,"Urban",45
"SIQ8316","Practice 3310","Q77","NHS Cornwall ICB","North East",8865,193,3,"Urban",67
"ZMD4733","Practice 3311","Q36","NHS Cornwall ICB","London",2577,260,2,"Rural",92
"AQN4572","Practice 3312","Q36","NHS Cornwall ICB","South West",11442,208,1,"Urban",83
"PMS6042","Practice 3313","Q62","NHS Dorset ICB","East",8100,112,4,"Urban",21
"NKO3353","Practice 3314","Q94","NHS Cornwall ICB","North East",3204,299,2,"Urban",130
"QZT4840","Practice 3315","Q68","NHS Cornwall ICB","East",11952,133,4,"Urban",36
"ZZS5383","Practice 3316","Q36","NHS Dorset ICB","North East",11197,230,4,"Urban",80
"ALV3171","Practice 3317","Q83","NHS Cornwall ICB","Midlands",12267,170,2,"Urban",29
"JZA9444","Practice 3318","Q68","NHS Cornwall ICB","London",9782,207,2,"Urban",65
"ODR3188","Practice 3319","Q97","NHS Devon ICB","South East",7279,77,2,"Urban",27
"XYC8717","Practice 3320","Q94","NHS Devon ICB","North West",7654,203,1,"Urban",70
"TJS9490","Practice 3321","Q66","NHS Cornwall ICB","North West",4204,236,3,"Urban",48
"KWR5667","Practice 3322","Q69","NHS Cornwall ICB","North East",11555,280,3,"Rural",97
"DAW6123","Practice 3323","Q94","NHS Dorset ICB","East",16207,389,4,"Urban",101
"TSB1737","Practice 3324","Q89","NHS Dorset ICB","South East",4561,134,5,"Urban",47
"JQB2930","Practice 3325","Q92","NHS Devon ICB","East",7505,461,3,"Urban",96
"HRG4399","Practice 3326","Q83","NHS Devon ICB","North East",12152,91,4,"Rural",15
"BLK9741","Practice 3327","Q68","NHS Dorset ICB","South West",12980,166,4,"Urban",60
"FAI9535","Practice 3328","Q20","NHS Cornwall ICB","North West",6646,332,3,"Urban",104
"ABQ4586","Practice 3329","Q97","NHS Somerset ICB","East",8670,192,3,"Urban",101
"YHN3503","Practice 3330","Q89","NHS Somerset ICB","South West",9817,77,5,"Urban",28
"CDU8411","Practice 3331","Q20","NHS Somerset ICB","North West",8563,218,5,"Urban",45
"MQR7479","Practice 3332","Q83","NHS Somerset ICB","Midlands",4581,90,5,"Rural",36
"YBC7141","Practice 3333","Q22","NHS Somerset ICB","Midlands",2275,276,5,"Urban",156
"VBA2112","Practice 3334","Q94","NHS Dorset ICB","North East",5311,107,4,"Urban",40
"AGI9774","Practice 3335","Q89","NHS Cornwall ICB","South East",13142,243,5,"Urban",54
"OKF4306","Practice 3336","Q90","NHS Devon ICB","East",8749,231,2,"Rural",140
"UAF6152","Practice 3337","Q56","NHS Somerset ICB","London",7979,181,4,"Urban",87
"MHC6742","Practice 3338","Q31","NHS Devon ICB","Midlands",5589,287,4,"Rural",102
"OAV4373","Practice 3339","Q90","NHS Cornwall ICB","North West",7968,279,3,"Urban",120
"TQZ4095","Practice 3340","Q43","NHS Dorset ICB","South East",12495,221,1,"Urban",87
"NDG1500","Practice 3341","Q66","NHS Devon ICB","South West",8908,158,2,"Urban",49
"BTB8957","Practice 3342","Q62","NHS Devon ICB","Midlands",16139,306,5,"Rural",106
"RQY9466","Practice 3343","Q36","NHS Dorset ICB","North East",9966,249,5,"Urban",39
"DIU5512","Practice 3344","Q66","NHS Somerset ICB","East",11800,153,3,"Rural",42
"NCA1422","Practice 3345","Q35","NHS Dorset ICB","South East",9292,251,3,"Urban",86
"MMD5784","Practice 3346","Q50","NHS Somerset ICB","North East",10946,30,3,"Urban",
"NLT6497","Practice 3347","Q36","NHS Dorset ICB","Midlands",1125,250,3,"Urban",
"PIP7716","Practice 3348","Q69","NHS Dorset ICB","East",10870,279,2,"Urban",70
"UMR4582","Practice 3349","Q35","NHS Dorset ICB","Midlands",9540,107,4,"Urban",35
"TMF8448","Practice 3350","Q77","NHS Dorset ICB","London",8042,224,1,"Urban",83
"HUN1112","Practice 3351","Q62","NHS Dorset ICB","South West",8786,116,2,"Urban",33
"YFO3981","Practice 3352","Q66","NHS Devon ICB","North East",11589,43,3,"Urban",14
"MEH5456","Practice 3353","Q31","NHS Dorset ICB","North East",5709,457,2,"Rural",268
"DPG4231","Practice 3354","Q20","NHS Dorset ICB","London",7041,193,2,"Rural",74
"EPY8364","Practice 3355","Q56","NHS Dorset ICB","Midlands",9851,168,3,"Urban",72
"LDX7372","Practice 3356","Q97","NHS Somerset ICB","South East",8073,242,2,"Urban",56
"QPQ1842","Practice 3357","Q90","NHS Devon ICB","London",8605,121,1,"Urban",40
"WCV1100","Practice 3358","Q22","NHS Dorset ICB","South West",8745,284,5,"Rural",52
"UTI8716","Practice 3359","Q22","NHS Dorset ICB","East",9852,106,4,"Urban",
"WGL4629","Practice 3360","Q89","NHS Devon ICB","South West",9269,217,1,"Urban",65
"DBY3657","Practice 3361","Q31","NHS Dorset ICB","North West",500,322,1,"Urban",
"NIJ5063","Practice 3362","Q35","NHS Cornwall ICB","Midlands",8974,311,1,"Urban",176
"PXZ5591","Practice 3363","Q22","NHS Devon ICB","London",9588,178,1,"Rural",41
"SVS2395","Practice 3364","Q31","NHS Devon ICB","London",11515,172,1,"Urban",45
"EMP8467","Practice 3365","Q62","NHS Somerset ICB","South West",14961,277,2,"Rural",93
"DON9322","Practice 3366","Q69","NHS Somerset ICB","North East",9904,118,1,"Urban",43
"ZAA2596","Practice 3367","Q92","NHS Dorset ICB","East",5100,265,3,"Rural",83
"ZXT4777","Practice 3368","Q97","NHS Somerset ICB","North East",12789,268,2,"Rural",107
"AKM3856","Practice 3369","Q77","NHS Somerset ICB","South East",11727,128,1,"Urban",55
"KHA7581","Practice 3370","Q50","NHS Dorset ICB","Midlands",11785,221,4,"Urban",79
"GIS5303","Practice 3371","Q22","NHS Cornwall ICB","North East",12940,200,4,"Urban",24
"PHC1256","Practice 3372","Q20","NHS Devon ICB","South West",5850,193,3,"Urban",94
"IKI9848","Practice 3373","Q77","NHS Cornwall ICB","North East",8582,199,3,"Urban",98
"YZY4277","Practice 3374","Q62","NHS Devon ICB","South East",7804,297,2,"Rural",54
"LCN9205","Practice 3375","Q97","NHS Dorset ICB","North West",10293,102,4,"Urban",43
"XFE1869","Practice 3376","Q83","NHS Dorset ICB","London",8042,100,3,"Urban",40
"QTH4279","Practice 3377","Q89","NHS Cornwall ICB","Midlands",8387,115,4,"Urban",29
"UYO4159","Practice 3378","Q31","NHS Cornwall ICB","North East",6720,129,5,"Urban",54
"AIM9071","Practice 3379","Q77","NHS Devon ICB","South West",5154,233,1,"Urban",88
"VEX2617","Practice 3380","Q83","NHS Cornwall ICB","East",9117,238,5,"Urban",60
"MRW9639","Practice 3381","Q50","NHS Devon ICB","North West",11462,311,1,"Urban",170
"FML1786","Practice 3382","Q90","NHS Dorset ICB","East",500,30,1,"Urban",11
"XQR3101","Practice 3383","Q20","NHS Somerset ICB","London",8599,170,4,"Rural",54
"BJQ9898","Practice 3384","Q20","NHS Devon ICB","Midlands",5535,264,3,"Rural",80
"EUM4285","Practice 3385","Q69","NHS Somerset ICB","London",3798,302,5,"Urban",67
"OVR4330","Practice 3386","Q62","NHS Cornwall ICB","North West",4218,147,3,"Urban",36
"DUD4264","Practice 3387","Q83","NHS Cornwall ICB","South West",5477,104,4,"Rural",45
"HZQ8293","Practice 3388","Q29","NHS Devon ICB","East",10251,243,4,"Urban",91
"SPT4886","Practice 3389","Q22","NHS Somerset ICB","London",8603,291,2,"Urban",124
"DQI2697","Practice 3390","Q90","NHS Cornwall ICB","North East",7037,77,4,"Urban",29
"ITD6976","Practice 3391","Q89","NHS Cornwall ICB","South West",9694,34,1,"Urban",14
"GZE1845","Practice 3392","Q36","NHS Devon ICB","South West",11447,195,5,"Urban",47
"YTO4739","Practice 3393","Q20","NHS Somerset ICB","Midlands",13168,117,5,"Urban",30
"AZF3082","Practice 3394","Q83","NHS Dorset ICB","North East",7217,324,3,"Urban",118
"YPR5156","Practice 3395","Q92","NHS Cornwall ICB","Midlands",9152,116,2,"Urban",48
"XHY7698","Practice 3396","Q22","NHS Cornwall ICB","East",13347,258,3,"Rural",89
"WAJ1509","Practice 3397","Q66","NHS Cornwall ICB","East",6829,199,5,"Urban",69
"BQP1552","Practice 3398","Q90","NHS Somerset ICB","North East",14455,39,4,"Urban",9
"MLR9757","Practice 3399","Q66","NHS Somerset ICB","North East",2397,201,1,"Rural",73
"ONL7094","Practice 3400","Q66","NHS Dorset ICB","South West",9851,203,5,"Urban",47
"KDU2810","Practice 3401","Q89","NHS Dorset ICB","Midlands",5692,162,2,"Urban",65
"VUW6306","Practice 3402","Q20","NHS Cornwall ICB","East",6967,368,4,"Urban",103
"RYI4240","Practice 3403","Q56","NHS Somerset ICB","South West",500,135,1,"Urban",60
"XTL6236","Practice 3404","Q97","NHS Devon ICB","London",10973,113,1,"Urban",46
"JIW3460","Practice 3405","Q31","NHS Somerset ICB","North West",12488,337,1,"Rural",149
"YMH9692","Practice 3406","Q94","NHS Devon ICB","South West",10826,157,4,"Urban",63
"ZIE8667","Practice 3407","Q62","NHS Devon ICB","North West",6246,268,3,"Rural",106
"JVZ7427","Practice 3408","Q31","NHS Cornwall ICB","South East",8733,194,3,"Rural",67
"DEK4993","Practice 3409","Q36","NHS Somerset ICB","London",11434,128,3,"Urban",38
"ERL7382","Practice 3410","Q69","NHS Somerset ICB","Midlands",12973,318,2,"Rural",107
"WFK6171","Practice 3411","Q36","NHS Somerset ICB","London",3104,218,1,"Rural",85
"RHO4903","Practice 3412","Q43","NHS Dorset ICB","South West",6842,231,5,"Urban",80
"MGM8914","Practice 3413","Q35","NHS Somerset ICB","South East",3928,370,1,"Urban",163
"TNZ4624","Practice 3414","Q31","NHS Cornwall ICB","London",2955,187,2,"Urban",83
"RMP6296","Practice 3415","Q69","NHS Cornwall ICB","South West",500,328,2,"Urban",113
"SDP4155","Practice 3416","Q94","NHS Devon ICB","North East",8276,30,1,"Rural",6
"SPN2539","Practice 3417","Q36","NHS Somerset ICB","North East",7525,30,4,"Rural",4
"TTO7974","Practice 3418","Q92","NHS Devon ICB","Midlands",3457,271,4,"Urban",54
"XCD8891","Practice 3419","Q43","NHS Devon ICB","East",500,208,3,"Rural",81
"CFV9929","Practice 3420","Q36","NHS Dorset ICB","London",7684,339,1,"Urban",148
"TUC6083","Practice 3421","Q66","NHS Cornwall ICB","North West",6331,120,2,"Rural",53
"ZJA6876","Practice 3422","Q77","NHS Cornwall ICB","North West",2924,140,4,"Rural",43
"JFL6108","Practice 3423","Q29","NHS Dorset ICB","Midlands",6402,124,1,"Urban",64
"WMH7274","Practice 3424","Q69","NHS Somerset ICB","South East",2704,53,1,"Urban",17
"NWW3178","Practice 3425","Q77","NHS Devon ICB","North East",10443,214,4,"Urban",
"YBU3885","Practice 3426","Q66","NHS Somerset ICB","Midlands",6362,246,4,"Rural",118
"NSJ3353","Practice 3427","Q50","NHS Cornwall ICB","North West",3920,263,4,"Rural",131
"MLO7453","Practice 3428","Q97","NHS Cornwall ICB","London",6661,203,3,"Urban",51
"AOV6747","Practice 3429","Q62","NHS Dorset ICB","North East",8008,30,2,"Urban",13
"KQQ2371","Practice 3430","Q68","NHS Devon ICB","Midlands",7018,82,3,"Urban",20
"CNE3981","Practice 3431","Q43","NHS Cornwall ICB","South West",3205,240,5,"Urban",
"NXM2119","Practice 3432","Q56","NHS Somerset ICB","South West",7044,148,5,"Urban",45
"XZO9513","Practice 3433","Q77","NHS Somerset ICB","South East",4092,264,4,"Urban",97
"JPM1632","Practice 3434","Q66","NHS Cornwall ICB","East",7314,100,1,"Urban",9
"KTB4772","Practice 3435","Q66","NHS Cornwall ICB","East",9146,234,5,"Urban",84
"ZGC6504","Practice 3436","Q56","NHS Somerset ICB","South East",6241,386,4,"Urban",144
"EXO7735","Practice 3437","Q56","NHS Dorset ICB","North West",3886,221,2,"Urban",76
"TJA4074","Practice 3438","Q90","NHS Devon ICB","South East",13703,249,5,"Urban",91
"XEY8700","Practice 3439","Q29","NHS Cornwall ICB","South West",17473,326,3,"Urban",110
"SKK3960","Practice 3440","Q36","NHS Cornwall ICB","South West",10493,178,5,"Rural",55
"QLL5049","Practice 3441","Q35","NHS Cornwall ICB","South West",4268,30,4,"Urban",17
"GUY6565","Practice 3442","Q89","NHS Dorset ICB","London",11653,38,1,"Rural",16
"YGN9662","Practice 3443","Q20","NHS Devon ICB","North West",7029,105,1,"Urban",41
"HJK7362","Practice 3444","Q89","NHS Devon ICB","East",942,312,3,"Urban",68
"ZFA6126","Practice 3445","Q69","NHS Dorset ICB","London",5089,334,3,"Urban",154
"XUE2111","Practice 3446","Q29","NHS Somerset ICB","South East",8827,150,2,"Urban",61
"HYH9350","Practice 3447","Q94","NHS Cornwall ICB","London",7624,252,2,"Urban",118
"PPQ4160","Practice 3448","Q89","NHS Devon ICB","North West",3496,30,5,"Rural",6
"RUO1192","Practice 3449","Q22","NHS Somerset ICB","North East",15167,197,1,"Urban",72
"APP3726","Practice 3450","Q43","NHS Cornwall ICB","London",12246,316,1,"Urban",118
"WFU5874","Practice 3451","Q97","NHS Somerset ICB","London",3017,366,1,"Urban",111
"FEE7958","Practice 3452","Q94","NHS Dorset ICB","North East",1675,478,1,"Urban",106
"YQF5540","Practice 3453","Q66","NHS Cornwall ICB","Midlands",2040,239,2,"Urban",
"VAB5718","Practice 3454","Q77","NHS Dorset ICB","South West",7749,164,4,"Urban",52
"XXX1437","Practice 3455","Q89","NHS Somerset ICB","Midlands",7229,267,4,"Rural",116
"GWY7684","Practice 3456","Q62","NHS Cornwall ICB","Midlands",11925,215,1,"Urban",97
"HPH9233","Practice 3457","Q29","NHS Devon ICB","Midlands",718,253,2,"Urban",104
"TQP5539","Practice 3458","Q50","NHS Somerset ICB","Midlands",6662,238,2,"Urban",49
"PFT1689","Practice 3459","Q90","NHS Somerset ICB","London",2426,282,5,"Rural",81
"VIZ2211","Practice 3460","Q69","NHS Devon ICB","North West",500,86,5,"Urban",24
"TNE9545","Practice 3461","Q35","NHS Dorset ICB","London",5072,380,3,"Rural",160
"KVL8552","Practice 3462","Q77","NHS Devon ICB","South East",8707,332,3,"Urban",
"PTK7124","Practice 3463","Q97","NHS Devon ICB","Midlands",8235,105,4,"Rural",50
"AVY6143","Practice 3464","Q92","NHS Dorset ICB","South East",7395,109,3,"Urban",38
"CRP8287","Practice 3465","Q50","NHS Cornwall ICB","North East",9314,56,2,"Rural",18
"GNE5625","Practice 3466","Q22","NHS Devon ICB","South East",11036,238,2,"Urban",101
"PYX1414","Practice 3467","Q97","NHS Cornwall ICB","Midlands",8469,221,3,"Urban",63
"DYU1624","Practice 3468","Q94","NHS Devon ICB","North East",9199,301,4,"Urban",108
"VML1357","Practice 3469","Q31","NHS Somerset ICB","East",10564,150,2,"Rural",42
"NHO3478","Practice 3470","Q50","NHS Dorset ICB","South East",8001,171,3,"Urban",30
"KRC9818","Practice 3471","Q43","NHS Devon ICB","North East",12043,189,2,"Urban",45
"DUA9745","Practice 3472","Q68","NHS Cornwall ICB","South West",10529,172,5,"Rural",42
"IIA1890","Practice 3473","Q92","NHS Dorset ICB","North West",14781,215,5,"Urban",91
"DUZ7420","Practice 3474","Q35","NHS Cornwall ICB","London",15404,292,4,"Urban",110
"MTJ6812","Practice 3475","Q77","NHS Somerset ICB","North East",2619,232,4,"Urban",79
"QTU9974","Practice 3476","Q97","NHS Cornwall ICB","South East",7446,293,1,"Urban",146
"EQX1106","Practice 3477","Q50","NHS Somerset ICB","South West",7639,166,1,"Urban",69
"SLM7044","Practice 3478","Q29","NHS Dorset ICB","Midlands",6411,156,1,"Urban",77
"NSI1370","Practice 3479","Q22","NHS Cornwall ICB","North East",3702,315,3,"Urban",
"TXE5765","Practice 3480","Q90","NHS Somerset ICB","Midlands",11451,112,5,"Urban",23
"CUD4989","Practice 3481","Q92","NHS Cornwall ICB","Midlands",15784,238,2,"Urban",125
"BEU3550","Practice 3482","Q62","NHS Dorset ICB","London",6095,136,5,"Rural",31
"WJH4254","Practice 3483","Q94","NHS Somerset ICB","East",3346,178,1,"Rural",60
"ZHU9649","Practice 3484","Q68","NHS Cornwall ICB","South West",12457,227,4,"Rural",59
"PHH7549","Practice 3485","Q68","NHS Somerset ICB","East",13307,237,1,"Urban",101
"IVC4421","Practice 3486","Q31","NHS Devon ICB","East",7969,317,5,"Urban",138
"WKC6405","Practice 3487","Q50","NHS Devon ICB","South East",5342,388,1,"Rural",185
"GYT7296","Practice 3488","Q90","NHS Dorset ICB","South West",5278,209,5,"Rural",67
"TZR2264","Practice 3489","Q31","NHS Devon ICB","London",2395,171,3,"Urban",71
"VFH8872","Practice 3490","Q92","NHS Somerset ICB","East",9741,120,1,"Urban",57
"EDD8853","Practice 3491","Q90","NHS Somerset ICB","London",3344,290,5,"Rural",
"WNV7943","Practice 3492","Q89","NHS Devon ICB","South East",11224,268,2,"Urban",101
"VDV2243","Practice 3493","Q50","NHS Cornwall ICB","North East",10377,162,2,"Urban",55
"LPP6277","Practice 3494","Q90","NHS Somerset ICB","East",11022,190,4,"Rural",81
"BDX5663","Practice 3495","Q68","NHS Somerset ICB","North East",5818,119,2,"Urban",48
"LVB7323","Practice 3496","Q83","NHS Somerset ICB","South East",13266,111,2,"Rural",31
"RNU9763","Practice 3497","Q35","NHS Devon ICB","South West",3325,158,2,"Urban",39
"GFK6603","Practice 3498","Q90","NHS Dorset ICB","North East",5117,89,4,"Urban",18
"TII9425","Practice 3499","Q77","NHS Devon ICB","North West",3183,357,2,"Urban",164
"FQS8092","Practice 3500","Q29","NHS Somerset ICB","South East",11026,244,5,"Rural",72
"VOE4626","Practice 3501","Q43","NHS Somerset ICB","Midlands",7008,153,3,"Urban",63
"TBY1621","Practice 3502","Q31","NHS Cornwall ICB","North East",14897,135,2,"Urban",64
"RYA6037","Practice 3503","Q56","NHS Somerset ICB","South East",3002,386,4,"Urban",156
"QIL9888","Practice 3504","Q66","NHS Dorset ICB","North West",1596,139,4,"Urban",49
"KPA3099","Practice 3505","Q20","NHS Dorset ICB","North East",6938,334,1,"Rural",79
"PNX5520","Practice 3506","Q31","NHS Somerset ICB","East",9521,30,3,"Urban",13
"QXL2596","Practice 3507","Q22","NHS Cornwall ICB","North East",5117,164,1,"Rural",67
"ZCT9239","Practice 3508","Q35","NHS Devon ICB","South West",12630,238,4,"Urban",56
"FCC8649","Practice 3509","Q62","NHS Cornwall ICB","Midlands",2059,116,2,"Urban",46
"AOY2983","Practice 3510","Q20","NHS Cornwall ICB","South East",10451,176,1,"Urban",67
"KBX3489","Practice 3511","Q94","NHS Somerset ICB","East",5722,367,1,"Rural",212
"LKQ9862","Practice 3512","Q90","NHS Devon ICB","North East",7596,203,4,"Urban",71
"GCW6110","Practice 3513","Q92","NHS Devon ICB","North East",1273,194,4,"Urban",
"XMQ2306","Practice 3514","Q92","NHS Somerset ICB","South West",5614,203,2,"Urban",47
"VMH8045","Practice 3515","Q43","NHS Devon ICB","Midlands",9290,331,1,"Urban",116
"CSH6013","Practice 3516","Q20","NHS Devon ICB","Midlands",8338,319,5,"Urban",93
"TBS6214","Practice 3517","Q66","NHS Devon ICB","North West",2203,223,2,"Urban",
"CTJ2359","Practice 3518","Q97","NHS Devon ICB","London",8506,379,1,"Rural",144
"FFL2553","Practice 3519","Q62","NHS Dorset ICB","South West",9706,241,5,"Urban",41
"PXL5991","Practice 3520","Q66","NHS Dorset ICB","East",7735,60,1,"Urban",23
"SKD4240","Practice 3521","Q29","NHS Cornwall ICB","North West",6195,165,5,"Urban",49
"ZMR2560","Practice 3522","Q56","NHS Devon ICB","London",9533,129,4,"Urban",45
"ROS5941","Practice 3523","Q56","NHS Somerset ICB","South West",8437,30,2,"Urban",13
"JZN3345","Practice 3524","Q69","NHS Devon ICB","East",10140,184,1,"Rural",
"BDH5632","Practice 3525","Q35","NHS Somerset ICB","Midlands",11844,280,3,"Urban",109
"LCO7507","Practice 3526","Q77","NHS Somerset ICB","North West",10601,98,5,"Urban",
"STJ2339","Practice 3527","Q50","NHS Somerset ICB","Midlands",1019,140,1,"Urban",62
"TXK9935","Practice 3528","Q69","NHS Somerset ICB","South West",11870,92,1,"Rural",40
"RVH5658","Practice 3529","Q62","NHS Dorset ICB","Midlands",6675,179,5,"Urban",
"KYZ8276","Practice 3530","Q69","NHS Devon ICB","South East",8327,78,2,"Urban",22
"SQI7985","Practice 3531","Q50","NHS Somerset ICB","Midlands",3651,379,2,"Urban",162
"TEU8060","Practice 3532","Q62","NHS Devon ICB","London",9287,229,1,"Urban",80
"QVR8092","Practice 3533","Q97","NHS Somerset ICB","North West",3742,80,5,"Rural",27
"EZX1478","Practice 3534","Q68","NHS Dorset ICB","North West",5907,101,2,"Rural",37
"FAT7728","Practice 3535","Q97","NHS Devon ICB","Midlands",13162,316,3,"Urban",67
"HIP8216","Practice 3536","Q94","NHS Devon ICB","London",11692,186,1,"Urban",
"ZMV6458","Practice 3537","Q90","NHS Dorset ICB","South West",8574,218,3,"Urban",91
"MYW6621","Practice 3538","Q94","NHS Somerset ICB","South East",6451,402,1,"Rural",176
"VUT3344","Practice 3539","Q66","NHS Dorset ICB","South West",9415,259,5,"Urban",63
"RRZ1659","Practice 3540","Q68","NHS Dorset ICB","North East",8394,278,1,"Urban",85
"FUY4574","Practice 3541","Q22","NHS Dorset ICB","East",5220,203,2,"Rural",71
"HOH2134","Practice 3542","Q68","NHS Devon ICB","South West",9855,67,5,"Rural",24
"DWJ4841","Practice 3543","Q90","NHS Devon ICB","North West",8392,210,5,"Urban",79
"AEK1721","Practice 3544","Q62","NHS Dorset ICB","East",14013,296,4,"Urban",135
"PMR4289","Practice 3545","Q22","NHS Cornwall ICB","North East",6557,419,3,"Urban",202
"ZPD7909","Practice 3546","Q90","NHS Devon ICB","London",6830,350,4,"Urban",104
"MUS3462","Practice 3547","Q97","NHS Devon ICB","London",11394,30,5,"Rural",10
"ETF5165","Practice 3548","Q62","NHS Dorset ICB","North East",10583,187,1,"Rural",72
"LVK9620","Practice 3549","Q77","NHS Devon ICB","South East",559,112,2,"Urban",56
"WYG1602","Practice 3550","Q89","NHS Dorset ICB","South East",11194,190,1,"Urban",
"OGG2201","Practice 3551","Q68","NHS Cornwall ICB","Midlands",10999,326,2,"Urban",93
"ZNZ7554","Practice 3552","Q69","NHS Cornwall ICB","South East",3343,233,3,"Rural",62
"RWX3164","Practice 3553","Q62","NHS Dorset ICB","South West",10892,221,2,"Urban",65
"RRL3966","Practice 3554","Q62","NHS Dorset ICB","Midlands",6977,66,4,"Urban",15
"LYC4411","Practice 3555","Q66","NHS Somerset ICB","North West",3728,211,5,"Urban",66
"ZRE9054","Practice 3556","Q36","NHS Somerset ICB","South East",11120,196,1,"Urban",80
"RTB3961","Practice 3557","Q69","NHS Somerset ICB","South West",9068,458,2,"Urban",154
"ACZ4222","Practice 3558","Q69","NHS Dorset ICB","North West",6472,308,3,"Urban",71
"SVP9172","Practice 3559","Q29","NHS Devon ICB","Midlands",5846,180,1,"Urban",42
"HBJ5590","Practice 3560","Q97","NHS Dorset ICB","London",12547,397,4,"Urban",102
"HGR7358","Practice 3561","Q35","NHS Somerset ICB","South East",9303,157,1,"Rural",65
"VRL3714","Practice 3562","Q50","NHS Cornwall ICB","South West",11291,253,5,"Rural",68
"JPY4168","Practice 3563","Q29","NHS Devon ICB","South East",8091,147,5,"Urban",49
"TBF3123","Practice 3564","Q50","NHS Somerset ICB","North West",10492,367,5,"Urban",103
"EDL9032","Practice 3565","Q43","NHS Somerset ICB","Midlands",7159,492,5,"Rural",138
"VPL9853","Practice 3566","Q43","NHS Somerset ICB","South East",12665,217,4,"Rural",97
"NDV4755","Practice 3567","Q20","NHS Devon ICB","North East",5435,295,4,"Urban",80
